SaleID,Date,CustomerID,ProductID,Quantity,TotalAmount,Name,Age,Gender,Region,Email,ProductName,Category,Price,StockQuantity,ReturnID,ReturnDate,Reason
202,2023-07-10,104,18,4,3848.0,Alexander Vasquez,26,Female,East,jamescisneros@gmail.com,These,Clothing,962.0,95,85.0,2023-11-23,Changed Mind
202,2023-07-10,104,18,4,3848.0,Alexander Vasquez,26,Female,East,jamescisneros@gmail.com,These,Clothing,962.0,95,112.0,2023-07-26,Changed Mind
203,2023-09-02,24,34,2,1493.16,Laura Smith,22,Male,East,justinmiller@yahoo.com,Dream,Electronics,746.58,255,,,
204,2023-01-01,101,11,6,4521.12,Kenneth Burgess,29,Female,West,xavierjohnson@king-nichols.com,Road,Books,753.52,479,,,
205,2023-12-14,11,16,7,3027.22,Jamie Bass,35,Male,North,tylergibbs@miller-greene.net,Recent,Clothing,432.46,475,,,
206,2023-11-16,124,31,2,562.18,Steven Hickman,53,Male,South,lyonsdestiny@henson.net,Operation,Electronics,281.09,47,,,
207,2023-02-04,140,39,8,1529.36,Amy Diaz,33,Male,East,jamessmith@webb.com,Blood,Electronics,191.17,42,,,
208,2023-04-14,150,35,8,1352.8,Roger Carlson,41,Female,North,janevazquez@nielsen.com,Modern,Electronics,169.1,111,,,
209,2023-02-09,112,7,1,466.82,Megan Campbell,49,Female,North,qperry@eaton.biz,Point,Electronics,466.82,371,,,
210,2023-06-20,200,26,4,2091.72,Geoffrey Lewis,39,Female,East,marilynjimenez@mullen.com,Which,Clothing,522.93,445,,,
211,2023-03-03,161,50,3,2058.18,Patricia Mercado,49,Female,East,basselizabeth@young-wilson.com,Finish,Books,686.06,149,,,
212,2023-02-02,134,11,7,5274.64,Natalie Leon,56,Male,North,dianehodge@johnston.com,Road,Books,753.52,479,,,
213,2023-04-12,30,20,3,755.01,Laura Harper,64,Male,North,blackwelljulie@yahoo.com,Political,Books,251.67,261,,,
214,2023-12-04,3,30,6,3352.14,Mary Wolf,48,Male,West,deniselopez@aguilar.com,Base,Clothing,558.69,210,,,
215,2023-09-11,66,24,8,7648.48,Melissa Charles,42,Female,West,christinaaustin@yahoo.com,Career,Clothing,956.06,408,132.0,2023-02-04,Changed Mind
216,2023-05-21,84,33,7,1870.89,Antonio Mcfarland,65,Female,East,garyhernandez@yahoo.com,Improve,Furniture,267.27,174,,,
217,2023-10-22,19,19,6,1245.0,Jeffrey Blackwell,23,Male,East,espinozakevin@johnson.biz,Check,Books,207.5,346,,,
218,2023-08-18,74,5,9,6632.55,Holly Mason,36,Male,North,sean75@jones-thomas.com,Score,Books,736.95,191,,,
219,2023-06-19,66,34,6,4479.48,Melissa Charles,42,Female,West,christinaaustin@yahoo.com,Dream,Electronics,746.58,255,,,
220,2023-05-13,180,38,6,5299.92,Kimberly Orozco,40,Female,West,mhill@yahoo.com,Against,Books,883.32,290,,,
221,2023-11-28,171,20,8,2013.36,Brandon Ortiz,46,Female,West,ophillips@gmail.com,Political,Books,251.67,261,,,
222,2023-03-05,98,5,1,736.95,Lauren Smith,27,Male,West,xparker@gmail.com,Score,Books,736.95,191,81.0,2023-10-02,Defective
223,2023-12-13,82,18,4,3848.0,Katrina Lara,57,Female,South,david39@walker.com,These,Clothing,962.0,95,20.0,2023-11-20,Changed Mind
224,2023-06-15,70,7,4,1867.28,Richard Martin,53,Male,East,hromero@mata.com,Point,Electronics,466.82,371,,,
225,2023-11-18,63,20,8,2013.36,Rachel Wilson,26,Male,South,garciadillon@hotmail.com,Political,Books,251.67,261,,,
226,2023-04-18,50,32,10,5206.9,Stephanie Bailey,50,Female,West,alecwhite@yahoo.com,Republican,Books,520.69,81,,,
227,2023-05-17,152,34,8,5972.64,Stacey Perez,42,Male,West,vgreen@gmail.com,Dream,Electronics,746.58,255,,,
228,2023-11-23,24,10,9,3037.95,Laura Smith,22,Male,East,justinmiller@yahoo.com,Address,Electronics,337.55,68,,,
229,2023-10-04,197,14,1,388.0,Alejandro Nguyen,23,Female,South,rachel56@berry-mendez.biz,Important,Clothing,388.0,53,,,
230,2023-06-04,107,23,1,361.8,Mr. William Edwards,19,Male,West,brenda10@keller-stein.com,Few,Furniture,361.8,132,,,
231,2023-07-29,136,49,7,2066.96,Michael Berger,32,Female,West,ylynch@whitaker-palmer.info,For,Furniture,295.28,448,,,
232,2023-10-31,27,27,7,3053.4,Jessica Warren,33,Male,West,lauracooley@randall.com,Safe,Books,436.2,299,,,
233,2023-12-09,21,45,1,619.38,Jennifer Johnston,37,Female,East,turnerangela@thomas.com,System,Furniture,619.38,13,,,
234,2023-11-27,145,40,1,523.87,Hannah Jones,55,Male,East,patricknorman@jones-ford.com,Where,Books,523.87,169,,,
235,2023-10-23,17,5,9,6632.55,Patricia Berry,30,Female,East,murphymarvin@morris.net,Score,Books,736.95,191,,,
236,2023-08-18,125,14,9,3492.0,Sarah Adams,24,Male,West,tonyyu@yahoo.com,Important,Clothing,388.0,53,,,
237,2023-02-23,192,40,1,523.87,Candace Bennett,59,Male,North,tlang@hotmail.com,Where,Books,523.87,169,,,
238,2023-09-21,1,18,3,2886.0,Reginald Green,36,Female,North,ericmueller@baldwin-cochran.com,These,Clothing,962.0,95,,,
239,2023-12-07,49,36,10,5257.1,Michael Schneider,36,Female,East,samantha13@rowe-diaz.org,Big,Electronics,525.71,83,110.0,2023-03-22,Wrong Item
240,2023-02-15,44,3,5,1503.45,Robyn Ross,53,Male,West,sarah07@yahoo.com,Skin,Electronics,300.69,343,,,
241,2023-09-11,147,3,3,902.07,Felicia Davis,31,Female,South,lopezmatthew@payne-sellers.com,Skin,Electronics,300.69,343,,,
242,2023-02-11,129,48,9,2400.21,Jonathan Stewart,58,Female,South,tammy54@gmail.com,Oil,Books,266.69,160,150.0,2023-09-22,Defective
243,2023-06-24,106,17,10,5123.3,Timothy Martinez,23,Female,West,justin70@yahoo.com,Song,Furniture,512.33,373,,,
244,2023-09-16,103,22,5,4179.65,Mallory Hill,35,Male,North,april60@meyer.com,Music,Books,835.93,161,,,
245,2023-12-21,162,37,1,569.87,Haley Dickson,20,Male,North,epacheco@hotmail.com,Table,Books,569.87,183,76.0,2023-11-06,Defective
246,2023-10-24,137,17,6,3073.98,Daniel Gallagher,61,Male,North,ronniebrown@yahoo.com,Song,Furniture,512.33,373,,,
247,2023-11-16,30,10,8,2700.4,Laura Harper,64,Male,North,blackwelljulie@yahoo.com,Address,Electronics,337.55,68,87.0,2023-03-30,Defective
248,2023-01-17,113,11,7,5274.64,Kathy Smith,51,Female,East,danieldaniels@yahoo.com,Road,Books,753.52,479,,,
249,2023-12-15,136,34,8,5972.64,Michael Berger,32,Female,West,ylynch@whitaker-palmer.info,Dream,Electronics,746.58,255,,,
250,2023-10-06,171,42,7,1902.95,Brandon Ortiz,46,Female,West,ophillips@gmail.com,Republican,Electronics,271.85,139,,,
251,2023-02-10,166,37,2,1139.74,Alicia Mullen,61,Female,East,sharpdana@hotmail.com,Table,Books,569.87,183,,,
252,2023-08-19,119,45,4,2477.52,Brian Clark,21,Male,West,jonesjamie@long.org,System,Furniture,619.38,13,136.0,2023-06-17,Changed Mind
253,2023-03-07,182,35,10,1691.0,Paula Hughes,53,Female,North,dawsonstephen@gmail.com,Modern,Electronics,169.1,111,,,
254,2023-03-21,174,19,10,2075.0,Chelsea Allen,47,Female,North,andrewbrown@hotmail.com,Check,Books,207.5,346,,,
255,2023-06-24,18,8,4,487.76,Christopher Ayala,58,Male,North,khill@gmail.com,Office,Electronics,121.94,472,,,
256,2023-11-18,154,34,9,6719.22,Veronica Gibson,36,Male,West,allisongraham@hotmail.com,Dream,Electronics,746.58,255,,,
257,2023-04-24,73,8,10,1219.4,Martha Rosario,53,Male,East,hannah51@bell.com,Office,Electronics,121.94,472,,,
258,2023-07-15,199,35,4,676.4,Carly Ibarra,53,Female,North,bklein@gmail.com,Modern,Electronics,169.1,111,68.0,2023-07-31,Changed Mind
258,2023-07-15,199,35,4,676.4,Carly Ibarra,53,Female,North,bklein@gmail.com,Modern,Electronics,169.1,111,135.0,2023-12-21,Wrong Item
259,2023-08-19,115,46,4,1974.24,Jeffery Hill,53,Male,East,aprilestrada@sherman.com,With,Electronics,493.56,457,,,
260,2023-12-14,149,43,10,7497.5,Mary Johnson DDS,60,Female,East,donnamccarthy@gmail.com,Cup,Furniture,749.75,280,35.0,2023-12-20,Defective
261,2023-11-12,55,1,5,3384.3,Mr. Jesse Krueger,27,Male,North,paul89@hotmail.com,Story,Furniture,676.86,499,,,
262,2023-06-06,175,45,10,6193.8,Christopher Shaffer,41,Male,North,michelelawson@ward-peters.org,System,Furniture,619.38,13,,,
263,2023-02-20,98,8,5,609.7,Lauren Smith,27,Male,West,xparker@gmail.com,Office,Electronics,121.94,472,,,
264,2023-06-02,133,10,7,2362.85,Paige Ray,52,Male,South,parkspaul@yahoo.com,Address,Electronics,337.55,68,,,
265,2023-05-05,194,23,5,1809.0,James Collier,54,Male,South,qacosta@webster-gonzalez.biz,Few,Furniture,361.8,132,,,
266,2023-08-10,143,10,8,2700.4,Katherine Conner,59,Male,West,kingmolly@hicks.com,Address,Electronics,337.55,68,,,
267,2023-11-21,36,6,10,5436.6,Madison Ward,64,Female,East,pmartinez@alvarado.com,Window,Books,543.66,382,,,
268,2023-07-03,109,43,9,6747.75,Christine Wilson,52,Female,South,ecruz@stewart.com,Cup,Furniture,749.75,280,,,
269,2023-02-19,98,10,9,3037.95,Lauren Smith,27,Male,West,xparker@gmail.com,Address,Electronics,337.55,68,,,
270,2023-04-10,71,21,4,1220.36,Albert Wilson,22,Female,South,timothy01@yahoo.com,Sort,Books,305.09,64,,,
271,2023-12-09,129,40,9,4714.83,Jonathan Stewart,58,Female,South,tammy54@gmail.com,Where,Books,523.87,169,,,
272,2023-09-03,128,18,8,7696.0,Blake Gordon,65,Male,South,amanda78@yahoo.com,These,Clothing,962.0,95,,,
273,2023-02-06,35,20,7,1761.69,David Mendez,34,Male,North,james32@hill.com,Political,Books,251.67,261,,,
274,2023-12-04,153,14,4,1552.0,Cynthia Hensley,60,Male,West,amandafisher@yahoo.com,Important,Clothing,388.0,53,,,
275,2023-08-22,109,43,5,3748.75,Christine Wilson,52,Female,South,ecruz@stewart.com,Cup,Furniture,749.75,280,,,
276,2023-04-16,108,39,7,1338.19,Catherine Walker,36,Female,South,paustin@yahoo.com,Blood,Electronics,191.17,42,,,
277,2023-10-27,77,12,2,718.72,Stephanie Rowe,45,Female,South,collinsmonica@gmail.com,Nothing,Electronics,359.36,439,,,
278,2023-11-18,144,32,7,3644.83,Nicholas Frost,57,Female,South,kporter@stevens.info,Republican,Books,520.69,81,99.0,2023-05-09,Wrong Item
279,2023-01-23,57,9,9,850.41,Eric Johnson,34,Male,West,jermaine22@harris.biz,Sign,Books,94.49,165,,,
280,2023-01-23,44,20,8,2013.36,Robyn Ross,53,Male,West,sarah07@yahoo.com,Political,Books,251.67,261,,,
281,2023-11-01,115,10,2,675.1,Jeffery Hill,53,Male,East,aprilestrada@sherman.com,Address,Electronics,337.55,68,,,
282,2023-11-27,181,1,2,1353.72,Christina Krueger,42,Male,North,eharris@gmail.com,Story,Furniture,676.86,499,,,
283,2023-07-08,59,25,8,3721.68,Virginia West,52,Male,North,mholmes@perry.com,Thank,Clothing,465.21,231,,,
284,2023-04-26,69,26,1,522.93,Ronald Shaffer,22,Female,South,christopherjenkins@flynn-sanders.com,Which,Clothing,522.93,445,,,
285,2023-07-19,127,33,8,2138.16,Laurie Trujillo,50,Female,East,sjones@mathis-gordon.com,Improve,Furniture,267.27,174,,,
286,2023-08-01,79,38,1,883.32,Brittany Barnes,59,Female,West,houstonsarah@yahoo.com,Against,Books,883.32,290,,,
287,2023-10-04,153,29,9,6018.21,Cynthia Hensley,60,Male,West,amandafisher@yahoo.com,Law,Furniture,668.69,371,,,
288,2023-12-19,133,25,3,1395.63,Paige Ray,52,Male,South,parkspaul@yahoo.com,Thank,Clothing,465.21,231,,,
289,2023-04-06,30,22,2,1671.86,Laura Harper,64,Male,North,blackwelljulie@yahoo.com,Music,Books,835.93,161,,,
290,2023-02-10,78,8,4,487.76,Jared Perkins,62,Male,East,jnorton@hotmail.com,Office,Electronics,121.94,472,119.0,2023-08-24,Wrong Item
291,2023-05-25,183,3,8,2405.52,Elizabeth Smith,45,Female,East,dcastro@bean.com,Skin,Electronics,300.69,343,,,
292,2023-08-03,196,4,6,1747.08,Kelly Terry,42,Male,North,yburns@hotmail.com,Mission,Furniture,291.18,401,,,
293,2023-08-14,78,41,5,738.65,Jared Perkins,62,Male,East,jnorton@hotmail.com,Prove,Electronics,147.73,205,,,
294,2023-06-10,136,25,1,465.21,Michael Berger,32,Female,West,ylynch@whitaker-palmer.info,Thank,Clothing,465.21,231,,,
295,2023-09-01,40,44,3,1221.93,Christopher Phillips,21,Female,North,diazmarcus@hotmail.com,Inside,Books,407.31,445,,,
296,2023-09-30,150,17,2,1024.66,Roger Carlson,41,Female,North,janevazquez@nielsen.com,Song,Furniture,512.33,373,,,
297,2023-09-27,83,10,10,3375.5,David Spencer,59,Male,West,edwardbruce@hotmail.com,Address,Electronics,337.55,68,,,
298,2023-10-06,114,25,6,2791.26,Michele Ingram,50,Male,South,vincent22@gmail.com,Thank,Clothing,465.21,231,,,
299,2023-09-30,78,13,4,798.32,Jared Perkins,62,Male,East,jnorton@hotmail.com,Attorney,Clothing,199.58,184,,,
300,2023-01-27,168,1,9,6091.74,Betty Brennan,49,Male,East,omayer@zamora.info,Story,Furniture,676.86,499,,,
301,2023-10-25,62,5,1,736.95,Andrea Torres,35,Female,East,jonesbenjamin@hotmail.com,Score,Books,736.95,191,,,
302,2023-01-26,53,9,6,566.94,Mrs. Christina Burns,30,Female,East,hahnwilliam@hotmail.com,Sign,Books,94.49,165,,,
303,2023-01-02,76,36,6,3154.26,Jeremy Nguyen,58,Female,West,robertbooker@gmail.com,Big,Electronics,525.71,83,,,
304,2023-12-04,65,26,3,1568.79,Sophia Coleman,60,Male,East,laura77@gibson-kemp.org,Which,Clothing,522.93,445,,,
305,2023-06-06,132,47,9,7200.63,Taylor Garrison,35,Female,North,mccannkim@compton.com,Smile,Clothing,800.07,176,,,
306,2023-10-30,50,33,3,801.81,Stephanie Bailey,50,Female,West,alecwhite@yahoo.com,Improve,Furniture,267.27,174,,,
307,2023-02-05,109,15,7,4628.68,Christine Wilson,52,Female,South,ecruz@stewart.com,How,Electronics,661.24,374,,,
308,2023-06-23,157,35,1,169.1,Donna Wilson,43,Male,South,jessicaturner@garner.com,Modern,Electronics,169.1,111,,,
309,2023-03-06,160,37,3,1709.61,Andrew Thomas,59,Female,North,ybrown@hotmail.com,Table,Books,569.87,183,,,
310,2023-11-08,122,36,6,3154.26,Mary Atkinson DVM,40,Female,West,alvarezkatherine@hotmail.com,Big,Electronics,525.71,83,,,
311,2023-09-06,161,17,2,1024.66,Patricia Mercado,49,Female,East,basselizabeth@young-wilson.com,Song,Furniture,512.33,373,,,
312,2023-01-15,59,35,7,1183.7,Virginia West,52,Male,North,mholmes@perry.com,Modern,Electronics,169.1,111,,,
313,2023-08-19,167,1,9,6091.74,Donna Carrillo,25,Male,North,connorgarcia@russell-lawrence.biz,Story,Furniture,676.86,499,,,
314,2023-12-09,193,40,2,1047.74,Michael Rivers,38,Male,East,matthew85@hotmail.com,Where,Books,523.87,169,,,
315,2023-09-26,134,29,6,4012.14,Natalie Leon,56,Male,North,dianehodge@johnston.com,Law,Furniture,668.69,371,121.0,2023-03-21,Wrong Item
316,2023-02-17,155,14,9,3492.0,Bridget Roberts,26,Male,West,jerrywilson@moody.com,Important,Clothing,388.0,53,,,
317,2023-09-24,195,13,6,1197.48,Joseph Smith,41,Female,South,megan32@barnett.com,Attorney,Clothing,199.58,184,,,
318,2023-08-15,81,18,8,7696.0,Amanda Abbott,46,Male,South,maria68@gmail.com,These,Clothing,962.0,95,146.0,2023-02-02,Wrong Item
319,2023-10-24,108,5,2,1473.9,Catherine Walker,36,Female,South,paustin@yahoo.com,Score,Books,736.95,191,,,
320,2023-10-18,46,28,7,6476.33,Dawn Floyd,42,Male,South,dmcdonald@white-gay.org,Whatever,Books,925.19,390,,,
321,2023-12-31,80,20,9,2265.03,Michael Woodward,27,Male,North,alexisnelson@murray-patel.com,Political,Books,251.67,261,,,
322,2023-08-13,119,5,1,736.95,Brian Clark,21,Male,West,jonesjamie@long.org,Score,Books,736.95,191,,,
323,2023-11-28,145,31,4,1124.36,Hannah Jones,55,Male,East,patricknorman@jones-ford.com,Operation,Electronics,281.09,47,,,
324,2023-11-26,84,12,8,2874.88,Antonio Mcfarland,65,Female,East,garyhernandez@yahoo.com,Nothing,Electronics,359.36,439,43.0,2023-11-28,Wrong Item
325,2023-04-06,59,13,4,798.32,Virginia West,52,Male,North,mholmes@perry.com,Attorney,Clothing,199.58,184,,,
326,2023-06-26,145,33,2,534.54,Hannah Jones,55,Male,East,patricknorman@jones-ford.com,Improve,Furniture,267.27,174,,,
327,2023-06-25,139,37,6,3419.22,Penny Sullivan,34,Male,East,perkinsstephen@bradley.com,Table,Books,569.87,183,,,
328,2023-09-07,184,40,3,1571.61,Craig Smith,48,Male,West,peggyreed@gmail.com,Where,Books,523.87,169,41.0,2023-07-24,Changed Mind
329,2023-07-09,71,12,2,718.72,Albert Wilson,22,Female,South,timothy01@yahoo.com,Nothing,Electronics,359.36,439,,,
330,2023-10-14,85,34,7,5226.06,Shawn Taylor,34,Female,South,melvinroman@nelson.com,Dream,Electronics,746.58,255,,,
331,2023-06-28,69,7,8,3734.56,Ronald Shaffer,22,Female,South,christopherjenkins@flynn-sanders.com,Point,Electronics,466.82,371,,,
332,2023-06-06,142,25,7,3256.47,Jordan Obrien,56,Male,West,jaredfarley@hotmail.com,Thank,Clothing,465.21,231,,,
333,2023-01-16,65,19,2,415.0,Sophia Coleman,60,Male,East,laura77@gibson-kemp.org,Check,Books,207.5,346,,,
334,2023-09-19,47,6,7,3805.62,Dwayne Elliott,58,Male,North,janice72@yahoo.com,Window,Books,543.66,382,,,
335,2023-09-10,70,48,4,1066.76,Richard Martin,53,Male,East,hromero@mata.com,Oil,Books,266.69,160,,,
336,2024-01-01,30,32,6,3124.14,Laura Harper,64,Male,North,blackwelljulie@yahoo.com,Republican,Books,520.69,81,,,
337,2023-01-30,79,3,10,3006.9,Brittany Barnes,59,Female,West,houstonsarah@yahoo.com,Skin,Electronics,300.69,343,79.0,2023-01-29,Changed Mind
337,2023-01-30,79,3,10,3006.9,Brittany Barnes,59,Female,West,houstonsarah@yahoo.com,Skin,Electronics,300.69,343,120.0,2023-03-08,Defective
338,2023-07-09,95,32,6,3124.14,Joshua Stevens,23,Male,North,cassandra70@yahoo.com,Republican,Books,520.69,81,,,
339,2023-11-28,8,36,9,4731.39,Julian Burns,45,Male,West,jimenezdaniel@berry-edwards.com,Big,Electronics,525.71,83,9.0,2023-07-28,Defective
340,2023-07-02,113,11,6,4521.12,Kathy Smith,51,Female,East,danieldaniels@yahoo.com,Road,Books,753.52,479,,,
341,2023-02-20,51,27,4,1744.8,Jay Williams,36,Male,West,james82@murphy.com,Safe,Books,436.2,299,,,
342,2023-08-28,149,49,1,295.28,Mary Johnson DDS,60,Female,East,donnamccarthy@gmail.com,For,Furniture,295.28,448,,,
343,2023-10-06,102,10,10,3375.5,Patrick Miller,55,Female,North,jason39@yahoo.com,Address,Electronics,337.55,68,,,
344,2023-05-27,66,40,6,3143.22,Melissa Charles,42,Female,West,christinaaustin@yahoo.com,Where,Books,523.87,169,,,
345,2023-09-19,127,47,10,8000.7,Laurie Trujillo,50,Female,East,sjones@mathis-gordon.com,Smile,Clothing,800.07,176,,,
346,2023-08-04,14,48,9,2400.21,William Brady,56,Male,West,daniel80@hotmail.com,Oil,Books,266.69,160,,,
347,2023-10-02,24,11,4,3014.08,Laura Smith,22,Male,East,justinmiller@yahoo.com,Road,Books,753.52,479,33.0,2023-01-22,Changed Mind
348,2023-06-05,42,7,6,2800.92,Savannah Lawson,44,Male,East,dianawright@hayes.org,Point,Electronics,466.82,371,,,
349,2023-09-01,22,6,2,1087.32,Dawn Miles,37,Male,North,bleonard@cox.org,Window,Books,543.66,382,,,
350,2023-05-19,158,7,7,3267.74,Loretta Wang,26,Male,North,megansexton@martinez-hopkins.biz,Point,Electronics,466.82,371,,,
351,2023-11-28,168,10,1,337.55,Betty Brennan,49,Male,East,omayer@zamora.info,Address,Electronics,337.55,68,,,
352,2023-09-03,41,15,7,4628.68,Misty Haynes,39,Male,East,russelltheresa@hanna.info,How,Electronics,661.24,374,,,
353,2023-09-26,67,15,9,5951.16,Nicholas Lawrence,25,Female,West,figueroanicole@johnston.net,How,Electronics,661.24,374,,,
354,2023-12-04,32,5,6,4421.7,Jason Fisher,33,Female,East,jared76@hotmail.com,Score,Books,736.95,191,124.0,2023-11-29,Changed Mind
355,2023-03-24,173,43,10,7497.5,Richard Booth,58,Male,West,shelbynovak@hardy-hernandez.com,Cup,Furniture,749.75,280,,,
356,2023-10-25,7,27,6,2617.2,Richard Hernandez,22,Male,South,freemankathryn@jimenez-paul.net,Safe,Books,436.2,299,67.0,2023-08-06,Wrong Item
357,2023-01-11,104,17,2,1024.66,Alexander Vasquez,26,Female,East,jamescisneros@gmail.com,Song,Furniture,512.33,373,27.0,2023-09-19,Defective
358,2023-07-18,129,17,8,4098.64,Jonathan Stewart,58,Female,South,tammy54@gmail.com,Song,Furniture,512.33,373,,,
359,2023-10-18,129,15,3,1983.72,Jonathan Stewart,58,Female,South,tammy54@gmail.com,How,Electronics,661.24,374,,,
360,2023-06-24,36,25,10,4652.1,Madison Ward,64,Female,East,pmartinez@alvarado.com,Thank,Clothing,465.21,231,,,
361,2023-01-06,200,19,3,622.5,Geoffrey Lewis,39,Female,East,marilynjimenez@mullen.com,Check,Books,207.5,346,66.0,2023-05-04,Defective
362,2023-07-24,26,36,6,3154.26,Louis Meza,42,Female,East,michelle78@diaz.com,Big,Electronics,525.71,83,,,
363,2023-10-14,107,25,2,930.42,Mr. William Edwards,19,Male,West,brenda10@keller-stein.com,Thank,Clothing,465.21,231,,,
364,2023-11-27,15,28,4,3700.76,Dan Saunders,53,Male,South,pam74@yahoo.com,Whatever,Books,925.19,390,,,
365,2023-07-15,190,36,5,2628.55,Rachel Blackwell,65,Male,North,kathryn52@martinez.com,Big,Electronics,525.71,83,,,
366,2023-01-16,181,41,4,590.92,Christina Krueger,42,Male,North,eharris@gmail.com,Prove,Electronics,147.73,205,,,
367,2023-10-02,18,15,7,4628.68,Christopher Ayala,58,Male,North,khill@gmail.com,How,Electronics,661.24,374,,,
368,2023-10-19,137,33,9,2405.43,Daniel Gallagher,61,Male,North,ronniebrown@yahoo.com,Improve,Furniture,267.27,174,,,
369,2023-05-23,36,43,4,2999.0,Madison Ward,64,Female,East,pmartinez@alvarado.com,Cup,Furniture,749.75,280,,,
370,2023-06-10,191,41,7,1034.11,Colin Rivera,36,Female,South,marianelson@gmail.com,Prove,Electronics,147.73,205,,,
371,2023-06-14,121,16,10,4324.6,Michael Mcclain,64,Female,East,kelly15@booker.net,Recent,Clothing,432.46,475,78.0,2023-02-18,Changed Mind
372,2023-01-20,110,14,6,2328.0,Katelyn Miller,35,Female,West,kathy73@ferrell.com,Important,Clothing,388.0,53,,,
373,2023-12-05,116,31,1,281.09,Kristy Callahan,59,Female,East,kelly58@ball.info,Operation,Electronics,281.09,47,,,
374,2023-02-22,102,31,10,2810.9,Patrick Miller,55,Female,North,jason39@yahoo.com,Operation,Electronics,281.09,47,,,
375,2023-12-29,120,13,7,1397.06,Ann Williams,31,Male,East,gclark@jones.com,Attorney,Clothing,199.58,184,,,
376,2023-12-01,144,5,1,736.95,Nicholas Frost,57,Female,South,kporter@stevens.info,Score,Books,736.95,191,,,
377,2023-04-25,7,6,1,543.66,Richard Hernandez,22,Male,South,freemankathryn@jimenez-paul.net,Window,Books,543.66,382,,,
378,2023-10-24,15,12,6,2156.16,Dan Saunders,53,Male,South,pam74@yahoo.com,Nothing,Electronics,359.36,439,,,
379,2023-08-16,31,37,4,2279.48,James Mcintyre,57,Male,West,josephhernandez@lopez.com,Table,Books,569.87,183,57.0,2023-08-29,Wrong Item
380,2023-11-30,197,46,5,2467.8,Alejandro Nguyen,23,Female,South,rachel56@berry-mendez.biz,With,Electronics,493.56,457,,,
381,2023-09-23,10,5,5,3684.75,Rachael Walters,48,Female,South,omclaughlin@gmail.com,Score,Books,736.95,191,,,
382,2023-12-09,87,41,9,1329.57,Rebecca Richardson,41,Male,West,zmartin@yahoo.com,Prove,Electronics,147.73,205,,,
383,2023-03-26,73,31,2,562.18,Martha Rosario,53,Male,East,hannah51@bell.com,Operation,Electronics,281.09,47,,,
384,2023-12-25,198,27,5,2181.0,Maria Wilson,38,Female,West,zpeters@gmail.com,Safe,Books,436.2,299,,,
385,2023-01-18,69,6,9,4892.94,Ronald Shaffer,22,Female,South,christopherjenkins@flynn-sanders.com,Window,Books,543.66,382,,,
386,2023-05-08,134,37,10,5698.7,Natalie Leon,56,Male,North,dianehodge@johnston.com,Table,Books,569.87,183,,,
387,2023-01-01,45,35,6,1014.6,Jacqueline Keller,55,Male,West,ghoward@hotmail.com,Modern,Electronics,169.1,111,,,
388,2023-04-03,128,22,6,5015.58,Blake Gordon,65,Male,South,amanda78@yahoo.com,Music,Books,835.93,161,23.0,2023-08-08,Wrong Item
389,2023-08-22,127,3,6,1804.14,Laurie Trujillo,50,Female,East,sjones@mathis-gordon.com,Skin,Electronics,300.69,343,,,
390,2023-06-28,176,12,6,2156.16,Jamie Marquez,19,Male,East,davismiguel@blake-baker.com,Nothing,Electronics,359.36,439,,,
391,2023-10-17,185,2,1,342.74,Christopher Johnson,60,Male,South,christophergarcia@yahoo.com,Film,Electronics,342.74,360,,,
392,2023-04-16,92,6,6,3261.96,Dennis Robinson,40,Female,South,jgould@yahoo.com,Window,Books,543.66,382,,,
393,2023-03-08,127,16,10,4324.6,Laurie Trujillo,50,Female,East,sjones@mathis-gordon.com,Recent,Clothing,432.46,475,,,
394,2023-11-14,38,36,5,2628.55,Joe Ross Jr.,39,Male,West,melodycherry@gmail.com,Big,Electronics,525.71,83,,,
395,2023-03-15,81,32,5,2603.45,Amanda Abbott,46,Male,South,maria68@gmail.com,Republican,Books,520.69,81,,,
396,2023-07-14,138,38,7,6183.24,Maria Walsh,40,Female,North,zhogan@hotmail.com,Against,Books,883.32,290,,,
397,2023-12-13,9,26,1,522.93,Natalie Chen,64,Male,West,dthornton@hotmail.com,Which,Clothing,522.93,445,,,
398,2023-06-22,179,33,6,1603.62,Amber Baker,42,Male,North,rachel17@martinez.org,Improve,Furniture,267.27,174,47.0,2023-04-04,Defective
399,2023-08-28,72,25,10,4652.1,Mary Flores,18,Female,West,zachary77@brown.info,Thank,Clothing,465.21,231,,,
400,2023-11-30,42,19,10,2075.0,Savannah Lawson,44,Male,East,dianawright@hayes.org,Check,Books,207.5,346,,,
401,2023-09-19,83,18,5,4810.0,David Spencer,59,Male,West,edwardbruce@hotmail.com,These,Clothing,962.0,95,15.0,2023-09-14,Changed Mind
401,2023-09-19,83,18,5,4810.0,David Spencer,59,Male,West,edwardbruce@hotmail.com,These,Clothing,962.0,95,126.0,2023-12-27,Defective
402,2023-06-30,104,36,7,3679.97,Alexander Vasquez,26,Female,East,jamescisneros@gmail.com,Big,Electronics,525.71,83,,,
403,2023-07-30,189,9,9,850.41,Alexander King,59,Male,South,posborne@harmon.org,Sign,Books,94.49,165,,,
404,2023-08-11,8,23,5,1809.0,Julian Burns,45,Male,West,jimenezdaniel@berry-edwards.com,Few,Furniture,361.8,132,,,
405,2023-06-18,142,19,10,2075.0,Jordan Obrien,56,Male,West,jaredfarley@hotmail.com,Check,Books,207.5,346,,,
